user_id,avg_dwell_time,avg_flight_time,typing_speed,error_rate,common_digraph_time
7,0.13070420443544975,0.15142753697777078,324.3512661662681,0.029949138947373707,0.1983145200057822
5,0.15525161836282156,0.24647926120448688,143.76319918958453,0.02864983496143863,0.10732122505659643
10,0.1195653585953299,0.22284324379653397,123.55224583550387,0.015992049450741633,0.19490082264518366
1,0.20851426643544674,0.11416342625216501,355.5811472080545,0.01885205908696554,0.18140161330220325
5,0.12604118161587374,0.2767494736464174,353.13821294850675,0.016480612330613036,0.10857012503103808
5,0.33736769512754516,0.2964942621802275,199.4796575795723,0.03781107992408163,0.18358323033960144
2,0.4758450757809002,0.27823958029884427,169.4219808839954,0.020246479680772533,0.18522255874238297
7,0.33725666317868247,0.10374584738539948,179.05097188180417,0.023505105792624055,0.15901260268709974
3,0.45411455654393507,0.2440975540794299,330.84557367001,0.025762973727748675,0.10556952072526517
1,0.3325335987382481,0.2511794981759582,212.79945424329068,0.04724722207825914,0.11038091030115675
3,0.3944651848853121,0.18204740439338607,188.139769400578,0.020496912309502527,0.08157000900922182
9,0.3079408720615443,0.26060250417894015,211.221784115317,0.031164474453749196,0.1557933494614937
2,0.44832867495509565,0.23420376796272702,225.5353789438206,0.01874373899228863,0.14947306193157958
1,0.4445379345447332,0.14989133144489952,276.114749991807,0.02687767519008307,0.19878574177135347
8,0.4444653478585461,0.10695919878291839,279.4385990773213,0.03391526353093853,0.09182576101753957
10,0.12755933675046205,0.22519025641673585,384.33722165950377,0.024795486263152977,0.19403047881237812
1,0.3626701396284343,0.09629785290330246,235.51708224050094,0.03935400415270527,0.10285378446625096
7,0.45574307075894427,0.2885696545172801,340.733782079379,0.028316050680622956,0.18495585266819026
8,0.1960597702715584,0.2877023229183871,225.29387317216825,0.040966000656848044,0.19019136722281316
8,0.26716577719371404,0.2170379219730763,324.66357120975124,0.04591524017547207,0.13050373316572006
3,0.28448492805993086,0.2973841008663125,185.10782142728095,0.019245199562821586,0.1003808383746496
9,0.1902393824332037,0.08492506680110208,151.47726494109082,0.02506095084504663,0.14169103482206882
8,0.16528587898733244,0.1740995055994667,296.5386162631484,0.02591830528321122,0.13968664551597004
6,0.47393783579214677,0.2745080158772436,167.58761259752137,0.010255288018002129,0.10131531960088999
7,0.299814281094282,0.2323552262482515,195.51703595502877,0.01387560504112884,0.13859124542466894
5,0.1655455784095024,0.21122504656493085,390.2867930750212,0.03666166486787827,0.09925307569582568
3,0.4712067712320256,0.07431454802477531,351.0100550024875,0.04414633631808105,0.09669169677623
3,0.3667286489299255,0.10230169675129201,113.41692847032702,0.04750656214406555,0.12615125591234577
3,0.3346056564128378,0.24556684177156984,179.35307779131446,0.034126917217419755,0.16302295837738057
2,0.4738318448792377,0.07511857623140193,117.07661402343662,0.04699784281739923,0.18855189613775242
3,0.22037069647000893,0.22668483320649913,201.15588759884042,0.03228045492652964,0.1586672776669319
3,0.3012184480823644,0.2343061064465436,389.52025313660255,0.0379123141890987,0.15335192762793814
3,0.4303145568704255,0.08493937264279756,305.1822672492524,0.041530571967839415,0.11817322253739107
8,0.21625088260881037,0.082828065610848,334.95382584289814,0.03347207398487682,0.1395592447050592
6,0.23200720461503394,0.2606005528442264,235.1410687680443,0.019975493393942858,0.17793247893299477
1,0.12993428423842912,0.2714015690318201,271.3294477452186,0.018930101384800238,0.09479766913779694
4,0.38496416233229214,0.17428231722791537,223.6896398760323,0.021951110413743948,0.16486243229653186
9,0.13992822607390681,0.18349862372857417,382.68909573390675,0.03840532197680419,0.185731019712576
2,0.11650795375692119,0.14042723640832488,299.0932247366868,0.012565326499053463,0.1809250026032978
3,0.24682672077191709,0.0892247621266078,333.22520085412594,0.031546507222336734,0.15872413073096778
4,0.21079938989079522,0.19867078617406048,322.6242450585845,0.03681591814733123,0.19911793285787172
5,0.23763602334996425,0.2994914373466354,205.19686235268335,0.03760149411952433,0.14052157286462752
5,0.15507137891181388,0.2527239585962933,127.5534283788096,0.013585520811033059,0.17332026715766313
8,0.3107617110538893,0.29663173980183055,272.1289231336191,0.03597916697041688,0.15171434421310048
6,0.3918988629160379,0.06849725441304601,333.3365281215897,0.026135274885604846,0.16091890998951236
2,0.3651659358975844,0.22037632357108466,204.55288442069616,0.020357510711616643,0.15978600399835757
7,0.4178658202315012,0.20198635523552683,157.88333517913907,0.04667534580639422,0.14155537841571106
